,Unnamed: 0,name,link,comments,Tomato Type,Breed,Season,Leaf Type,Plant Type,Plant Height,Fruit Size,Fruit Shape,Skin Color,Flesh Color,Taste,Comments,Origin,History,Usage,Availability,Disease Resistance,Flaws,Plant Height Unit,Fruit Size Unit
110,110,Black Zebra,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Zebra,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6,4,Round,Black,Black,,Cross between a black variey and 'Green Zebra'.,,,,,,,ft.,oz.
111,111,Bliss,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bliss,,Garden,Hybrid,Mid,Normal,Indeterminate,7,1,Grape,Yellow,Yellow,,"Perfect for snacking, sweet",,,,,,,ft.,oz.
112,112,Blondkopfchen,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blondkopfchen,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,8,0.5,Cherry,Yellow,Yellow,,,,,,,,,ft.,oz.
113,113,Bloody Butcher,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bloody+Butcher,,Specialty,Open Pollinated,Mid,Potato,Indeterminate,5,8,Round,Red,Red,,,,,,,,,ft.,oz.
114,114,Blue Beauty,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blue+Beauty,,Garden,Open Pollinated,Late,Normal,Indeterminate,5,6,Flattened Globe,Bi-color,Red,Tomato Flavor,A cross between ‘Beauty King’ and a blue tomato.  Red fruit with purple shoulders.,,,,,,,ft.,oz.
115,115,Blue Beech,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blue+Beech,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,10,Plum,Red,Red,,Well adapted to cold climates.,Italy,,,,,,ft.,oz.
116,116,Blue Ribbon,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blue+Ribbon,,,Hybrid,Mid,Normal,Indeterminate,6,12,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
117,117,Blush,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blush,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6,1,Plum,Bi-color,Bi-color,,,,,,,,,ft.,oz.
118,118,Blushing Star,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blushing+Star,,Garden,Hybrid,Early,Normal,Indeterminate,6,14,Flattened Globe,Pink,Pink,,"Resistant to late blight and septoria leaf spot, savory and sweet",,,,,,,ft.,oz.
119,119,Bobcat,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bobcat,,,Hybrid,Early,,Determinate,4,10,Round,Red,Red,,,,,,,,,ft.,oz.
120,120,Bolseno,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bolseno,,Specialty,Hybrid,Mid,Narrow,Indeterminate,5,6-7,Flattened Globe,Red,Red,,Has green shoulders.,,,,,,,ft.,oz.
121,121,Boondocks,https://njaes.rutgers.edu/tomato-varieties/variety.php?Boondocks,,Specialty,Open Pollinated,Late,Potato,Indeterminate,6,16,Beefsteak,Deep Pink,Deep Pink,,,,,,Commercial,,,ft.,oz.
122,122,Booty,https://njaes.rutgers.edu/tomato-varieties/variety.php?Booty,,Garden,Hybrid,Mid,Normal,Determinate,3,12,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
123,123,Box Car Willie,https://njaes.rutgers.edu/tomato-varieties/variety.php?Box+Car+Willie,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,10-16,Beefsteak,Red,Red,,Consistent performer.,,,Fresh,Commercial,,,ft.,oz.
124,124,Bradley,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bradley,,,,Late,Narrow,Determinate,4,8,Round,Red,,Tomato Flavor,Old-fashioned tomato flavor?  Popular in southern states.,,,,,,,ft.,oz.
125,125,Brandymaster Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandymaster+Pink,,Garden,Hybrid,Mid,Potato,Indeterminate,6,10,Beefsteak,Pink,Pink,,Potato leaf.,,,,,,,ft.,oz.
126,126,Brandymaster yellow,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandymaster+yellow,,Specialty,Hybrid,Late,Potato,Indeterminate,7,16,Beefsteak,Yellow,Yellow,,,,,,,,,ft.,oz.
127,127,Brandysweet Plum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandysweet+Plum,,Specialty,Open Pollinated,Mid,Potato,Indeterminate,7,1,Small Pear,Pink,Pink,,Cross between 'Brandywine' and a cherry tomato.,,,,,,,ft.,oz.
128,128,Brandywine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,7,10-16,Beefsteak,Pink,Pink,,Known for its flavor. Several strains available.,USA,Saved by the Amish.,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
129,129,Brandywine Black,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine+Black,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,12,Beefsteak,Black,Black,,,,,,,,,ft.,oz.
130,130,Brandywine OTV,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine+OTV,,Heirloom,Open Pollinated,Mid,Potato,Indeterminate,6,12,Beefsteak,Red,Red,,,,,Fresh,,,,ft.,oz.
131,131,Brandywine Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine+Pink,,Garden,Open Pollinated,Late,Potato,Indeterminate,6,16,Flattened Globe,Pink,Pink,,"Beefsteak, intense tomato flavor",USA,,,,,,ft.,oz.
132,132,Brandywine Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine+Red,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,14,Beefsteak,Red,Red,,,,,Fresh,Commercial,,,ft.,oz.
133,133,Brave General,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brave+General,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,16,Beefsteak,Pink,Pink,,,Russia,,,,,,ft.,oz.
134,134,Braveheart,https://njaes.rutgers.edu/tomato-varieties/variety.php?Braveheart,,Garden,Hybrid,Early,Normal,Indeterminate,6,1,Cherry,Red,Red,Sweet,Medium size plant.,,,,,,,ft.,oz.
135,135,Bronze Torch,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bronze+Torch,,Specialty,Hybrid,Early,Normal,Indeterminate,6,1.5,Round,Red,Red,,"Crack resistant, brick red with bronze stripes",,,,,,,ft.,oz.
136,136,Brown Berry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brown+Berry,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,0.6,Cherry,Black,Black,,,,,,,,,ft.,oz.
137,137,Buckbees New Fifty Day,https://njaes.rutgers.edu/tomato-varieties/variety.php?Buckbees+New+Fifty+Day,,,Open Pollinated,Mid,,Indeterminate,5,8,Round,Red,Red,,,,,,,,,ft.,oz.
138,138,Buffalo Steak (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Buffalo+Steak+(1),,,Hybrid,Late,,Indeterminate,5,6,Beefsteak,Red,Red,,,,,,,,,ft.,oz.
139,139,Buffalosun Hybrid,https://njaes.rutgers.edu/tomato-varieties/variety.php?Buffalosun+Hybrid,,Garden,Hybrid,Late,Normal,Indeterminate,6,20,Flattened Globe,Bi-color,Yellow,,"Resistant to late blight, large, beautifully colored, tender and meaty  beefsteak with smooth pleated skin",,,,,,,ft.,oz.
140,140,Bulgarian #7,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+#7,No information; ,,,,,,,,,,,,,,,,,,,,
141,141,Bulgarian Triumph,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+Triumph,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,3,Round,Red,Red,,Fruit in clusters.,Bulgaria,,,,,,ft.,oz.
142,142,Burbank,https://njaes.rutgers.edu/tomato-varieties/variety.php?Burbank,,Heirloom,Open Pollinated,Mid,Normal,Determinate,3,6,Round,Red,Red,,,,,,,,,ft.,oz.
143,143,Burgess Stuffing Tomato,https://njaes.rutgers.edu/tomato-varieties/variety.php?Burgess+Stuffing+Tomato,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,6,4,Stuffer,Red,Red,,Unique hollow fruit look like peppers.,,,,,,,ft.,inches
144,144,Burpee's Big Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Burpee's+Big+Boy,,Garden,Hybrid,Mid,Normal,Indeterminate,6,10,Beefsteak,Red,Red,,,USA,,,Commercial,,,ft.,oz.
145,145,Burpee's Burger,https://njaes.rutgers.edu/tomato-varieties/variety.php?Burpee's+Burger,,Garden,Hybrid,Mid,Normal,Indeterminate,6,16,Beefsteak,Red,Red,,,,,,,,,ft.,oz.
146,146,Burpee's Summer Choice,https://njaes.rutgers.edu/tomato-varieties/variety.php?Burpee's+Summer+Choice,,,Hybrid,Mid,,Indeterminate,3,4,Round,Red,Red,,,,,,,,,ft.,oz.
147,147,Burrell's Special,https://njaes.rutgers.edu/tomato-varieties/variety.php?Burrell's+Special,,Garden,Hybrid,Mid,Normal,Determinate,4,8,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
148,148,Bush Beefsteak,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bush+Beefsteak,,,Open Pollinated,Early,,Determinate,4,8,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
149,149,Bush Big Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bush+Big+Boy,,Garden,Hybrid,Mid,Narrow,Determinate,3,10,Flattened Globe,Red,Red,Sweet,Compact plants.,,,Fresh,Commercial,,,ft.,oz.
150,150,Bush Blue Ribbon,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bush+Blue+Ribbon,,Specialty,Hybrid,Mid,Normal,Determinate,4,8,Round,Red,Red,,,,,,,,,ft.,oz.
151,151,Bush Early Girl II,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bush+Early+Girl+II,,,Hybrid,Early,,Determinate,3,10,Round,Red,Red,,,,,,,,,ft.,oz.
152,152,Bush Goliath,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bush+Goliath,,Garden,Hybrid,Mid,Narrow,Determinate,5,3-4,Round,Red,Red,Sweet,Compact plant.,,,,,,,ft.,inches
153,153,Cabernet,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cabernet,,,Hybrid,Mid,Narrow,Indeterminate,6,10,Round,Red,Red,,"Rich, sweet flavor?",,,,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Alternaria Stem Canker, Tobbacco Mosaic Virus",,ft.,oz.
154,154,Cabo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cabo,,Garden,Hybrid,Mid,Normal,Indeterminate,6,4,Plum,Red,Red,,Flavorful and prolific,,,,,,,ft.,oz.
155,155,Cacady's Folly,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cacady's+Folly,,Heirloom,Open Pollinated,Late,Normal,Determinate,4,5,Plum,Bi-color,Bi-color,,Orange fruit with red stripes.,,,,,,,ft.,oz.
156,156,Caiman,https://njaes.rutgers.edu/tomato-varieties/variety.php?Caiman,,,Hybrid,Late,,Indeterminate,5,10,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
157,157,Camaro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Camaro,,Garden,Hybrid,Mid,Normal,Determinate,3,10,Round,Red,Red,Tomato Flavor,Compact plant. VF1F2F3A.,,,,,,,ft.,oz.
158,158,Camelia,https://njaes.rutgers.edu/tomato-varieties/variety.php?Camelia,,Commercial,Hybrid,Mid,Normal,Indeterminate,6,1,Cherry,Red,Red,,,USA,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Tobbacco Mosaic Virus",,ft.,oz.
159,159,Campbell's 1327,https://njaes.rutgers.edu/tomato-varieties/variety.php?Campbell's+1327,,Heirloom,Open Pollinated,Early,Narrow,Determinate,4,10,Round,Red,Red,,Some tolerance to cracking.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Alternaria Stem Canker",,ft.,oz.
160,160,Campbell's 33,https://njaes.rutgers.edu/tomato-varieties/variety.php?Campbell's+33,,Heirloom,Open Pollinated,Mid,Normal,Determinate,4,10,Flattened Globe,Red,Red,,Green shoulders.,USA,,,,"Verticillium Wilt, Alternaria Stem Canker",,ft.,oz.
161,161,Candyland,https://njaes.rutgers.edu/tomato-varieties/variety.php?Candyland,,Garden,Hybrid,Early,Normal,Indeterminate,5,0.5,Currant,Red,Red,Sweet,2016 AAS winner.,,,,,,,ft.,oz.
162,162,Canestrino,https://njaes.rutgers.edu/tomato-varieties/variety.php?Canestrino,,Garden,Open Pollinated,Early,Normal,Indeterminate,7,8,Flattened Globe,Red,Red,,"Scalloped, slightly ribbed",Italy,,,,,,ft.,oz.
163,163,Cannellino,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cannellino,,Commercial,Hybrid,Mid,Normal,Determinate,5,0.5,Grape,Yellow,Yellow,,"Unique and sweet flavor, resists cracking, VF",,,,,,,ft.,oz.
164,164,Capaya,https://njaes.rutgers.edu/tomato-varieties/variety.php?Capaya,,,Hybrid,Mid,Normal,Determinate,5,6,Long Blocky,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Alternaria Stem Canker, Tobbacco Mosaic Virus",,ft.,oz.
165,165,Captain Lucky,https://njaes.rutgers.edu/tomato-varieties/variety.php?Captain+Lucky,,Garden,Hybrid,Mid,Potato,Indeterminate,5,13,Flattened Globe,Green,Bi-color,,Flesh is green and yellow with streaks of bright red and pink,USA,,,,,,ft.,oz.
166,166,Carbon,https://njaes.rutgers.edu/tomato-varieties/variety.php?Carbon,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,5,10,Flattened Globe,Black,Black,,"One of the darkest ""black"" tomatoes.  Very rich flavor?",,,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
167,167,Carmelita (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Carmelita+(1),,Heirloom,Hybrid,Mid,Narrow,Indeterminate,4,8,Flattened Globe,Red,Red,,,France,,,,,,ft.,oz.
168,168,Carmello,https://njaes.rutgers.edu/tomato-varieties/variety.php?Carmello,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,5,6,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
169,169,Caro Rich,https://njaes.rutgers.edu/tomato-varieties/variety.php?Caro+Rich,,Heirloom,Open Pollinated,Mid,Narrow,Determinate,4,8,Round,Orange,Orange,,Very high in beta-carotene.,,,Fresh,Commercial,,,ft.,oz.
170,170,Carolina Gold,https://njaes.rutgers.edu/tomato-varieties/variety.php?Carolina+Gold,,Commercial,Hybrid,Mid,Normal,Determinate,5,10,Flattened Globe,Golden,Golden,,,USA,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",,ft.,oz.
171,171,Casa del Sol,https://njaes.rutgers.edu/tomato-varieties/variety.php?Casa+del+Sol,,,Hybrid,Mid,Narrow,Determinate,3,6,Plum,Red,,,,,,,,,,ft.,oz.
172,172,Caspian Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Caspian+Pink,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,12,Beefsteak,Pink,Pink,,,Russia,,,,,,ft.,oz.
173,173,Cedro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cedro,,Garden,Hybrid,Mid,Normal,Indeterminate,7,6,Plum,Red,Red,,"Heat tolerant, F",,,,,,,ft.,oz.
174,174,Celano,https://njaes.rutgers.edu/tomato-varieties/variety.php?Celano,,Garden,Hybrid,Early,Normal,Semi-Determinate,5,0.5,Grape,Red,Red,,2020 AAS Winner Excellent late blight tolerance,,,,,,,ft.,oz.
175,175,Celebration,https://njaes.rutgers.edu/tomato-varieties/variety.php?Celebration,,,Hybrid,Late,Normal,Determinate,4,8,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
176,176,Celebrity,https://njaes.rutgers.edu/tomato-varieties/variety.php?Celebrity,,Garden,Hybrid,Mid,Normal,Semi-Determinate,5,10,Flattened Globe,Red,Red,,1998 All-American Selection winner.  Known for good flavor.,USA,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes, Alternaria Stem Canker, Tobbacco Mosaic Virus",,ft.,oz.
177,177,Celebrity Supreme,https://njaes.rutgers.edu/tomato-varieties/variety.php?Celebrity+Supreme,,Garden,Hybrid,Mid,Narrow,Semi-Determinate,4,10,Flattened Globe,Red,Red,,Said to be crack resistant with 'Celebrity' taste.,,,,,,,ft.,oz.
178,178,Centiflor Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Centiflor+Red,,Garden,Open Pollinated,Mid,Normal,Indeterminate,4,1,Cherry,Red,Red,Sweet,"Clusters that hang like grapes.  Bred by Dr. Alan Kapuler, Ph.D. of Peace Seeds.",USA,,,,,,ft.,oz.
179,179,Cerise Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cerise+Orange,,Heirloom,Open Pollinated,Early,Potato,Indeterminate,7,0.4,Cherry,Golden,Golden,Fruity,,France,,,,,,ft.,inches
180,180,Ceylon,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ceylon,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,8,3,Flattened Globe,Red,Red,,Scalloped fruit. Slightly sweet with bit of zing?  Interesting cut in half as a garnish.,,,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
181,181,Chadwick Cherry (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Chadwick+Cherry+(2),,Garden,Open Pollinated,Mid,Normal,Indeterminate,5,1,Cherry,Red,Red,,"Developed by Alan Chadwick, sparkling, full bodied flavor?",USA,,,,,,ft.,oz.
182,182,Chalk's Early Jewel,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chalk's+Early+Jewel,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,6,4-6,Round,Red,Red,,"Developed by James Chalk of Norristown, Pennsylvania, introduced in 1910.",,,,,,,ft.,oz.
183,183,Champion,https://njaes.rutgers.edu/tomato-varieties/variety.php?Champion,,Garden,Hybrid,Early,Normal,Indeterminate,5,7,Flattened Globe,Red,Red,,,USA,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes, Tobbacco Mosaic Virus",,ft.,oz.
184,184,Chancha,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chancha,,,Hybrid,Late,,Determinate,4,10,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
185,185,Chapman,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chapman,,Garden,Open Pollinated,Late,Normal,Indeterminate,5,16,Beefsteak,Red,Red,Tomato Flavor,,,,,,,,ft.,oz.
186,186,Charger,https://njaes.rutgers.edu/tomato-varieties/variety.php?Charger,,Commercial,Hybrid,Mid,Normal,Determinate,4,12,Flattened Globe,Red,Red,,,USA,,,,,,ft.,oz.
187,187,Chef's Choice Black,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Black,,Specialty,Hybrid,Early,Normal,Indeterminate,6,10,Flattened Globe,Black,Purple,,Green shoulders. Said to have a slightly salty taste.,,,,,,,ft.,oz.
188,188,Chef's Choice Green,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Green,,Garden,Hybrid,Late,Normal,Indeterminate,5,10,Flattened Globe,Green,Green,Tomato Flavor,2016 AAS winner. VFTA.,,,,,,,ft.,oz.
189,189,Chef's Choice Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Orange,,,Hybrid,Mid,,Indeterminate,6,10,Flattened Globe,Orange,Orange,,Bred from Amana Orange.,,,,,,,ft.,oz.
190,190,Chef's Choice Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Pink,,,Hybrid,Late,,Indeterminate,6,12,Beefsteak,Pink,Pink,,2015 AAS winner.  Potato leaves.,,,,,,,ft.,oz.
191,191,Chef's Choice Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Purple,,Commercial,Hybrid,Mid,Normal,Indeterminate,5,10,Flattened Globe,Purple,Purple,,"Purple color inside and out, excellent flavor?",,,,,,,ft.,oz.
192,192,Chef's Choice Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Red,,Specialty,Hybrid,Late,Normal,Indeterminate,5,8,Globe,Red,Red,,2018 AAS winner. VFF.,,,,,,,ft.,oz.
193,193,Chef's Choice Striped,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Striped,,Garden,Hybrid,Mid,Normal,Indeterminate,4,7,Round,Yellow,Yellow,,"Yellow with pink stripes and stunning yellow flesh, mild flavor",,,,,,,ft.,oz.
194,194,Chello,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chello,,Specialty,Open Pollinated,Early,Narrow,Determinate,2,1,Cherry,Yellow,Orange,Sweet,"Sweet, fruity flavor?",,,Fresh,Seed Exchange,,,ft.,oz.
195,195,Cherokee Carbon ,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherokee+Carbon+,,,Open Pollinated,Mid,,Indeterminate,5,12,Beefsteak,Purple,Purple,,Beefsteak heirloom marriage between Cherokee Purple and Carbon.,,,,,,,ft.,oz.
196,196,Cherokee Chocolate,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherokee+Chocolate,,Specialty,Open Pollinated,Late,Narrow,Indeterminate,5,13,Beefsteak,Black,Black,,,USA,Craig LeHoullier stabilized this rogue type from the popular heirloom 'Cherokee Purple'.,,,,,ft.,oz.
197,197,Cherokee Green,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherokee+Green,,Garden,Open Pollinated,Mid,Normal,Indeterminate,7,8,Round,Green,Green,,"Bold, acidic, complex flavor",,,,,,,ft.,oz.
198,198,Cherokee Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherokee+Purple,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,10,Flattened Globe,Deep Pink,Deep Pink,,Very sweet flavor?  Has green shoulders.,,Said to be 100 years old and originally from the Cherokee people.,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
199,199,Cherries Jubilee,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherries+Jubilee,,Garden,,Late,Narrow,Determinate,5,3/4,Cherry,Red,Red,,,,,,,,,ft.,inches
200,200,Cherry Baby,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Baby,,,Hybrid,Mid,,Indeterminate,6,1,Cherry,Red,Red,,Grow in long clusters.,,,,,,,ft.,oz.
201,201,Cherry Blossom,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Blossom,,Commercial,Hybrid,Mid,Normal,Determinate,,,Cherry,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes",,,
202,202,Cherry Bomb,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Bomb,,,Hybrid,Early,,Indeterminate,6,1,Cherry,Red,Red,,Late blight resistant.,,,,,,,ft.,oz.
203,203,Cherry Brandywine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Brandywine,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,,Cherry,Red,Red,,,,,,,,,ft.,
204,204,Cherry Buzz,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Buzz,,Garden,Open Pollinated,Early,Normal,Indeterminate,7,0.5,Cherry,Red,Red,,Cracked in NJ trials.,,,,,,,ft.,oz.
205,205,Cherry Ember,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Ember,,Garden,Open Pollinated,Early,Normal,Indeterminate,8,1,Grape,Red,Red,,"Red with gold stripes, resists cracking",USA,,,,,,ft.,oz.
206,206,Cherry Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Pink,,Garden,Hybrid,Mid,Normal,Determinate,6,6,Cherry,Deep Pink,Deep Pink,Tomato Flavor,Compact plant.,,,,,,,ft.,oz.
207,207,Cherry Princess Sweetie Surprise,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Princess+Sweetie+Surprise,,Garden,Hybrid,Early,Normal,Indeterminate,5,0.25,Cherry,Red,Red,,"Complex flavor, early and high yielding",,,,,,,ft.,oz.
208,208,Cherry Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Roma,,Specialty,Open Pollinated,Late,Normal,Indeterminate,7,1,Grape,Red,Red,,,,,,,,,ft.,inch
209,209,Cherry Sweetie,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Sweetie,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,0.4,Cherry,Red,Red,,,,,,,,,ft.,oz.
210,210,Chianti Rose,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chianti+Rose,,,Open Pollinated,Mid,Potato,Indeterminate,5,1-2,Beefsteak,Deep Pink,Deep Pink,,Potato leaf.,,,,,,,ft.,lbs.
211,211,Chile Verde,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chile+Verde,,,Open Pollinated,Late,,Indeterminate,6,6,Plum,Green,Green,,Developed by Tom Wagner. Unique chili pepper shape.,,,,,,,ft.,oz.
212,212,Chiquita,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chiquita,,,Hybrid,Early,Narrow,Determinate,4,0.5,Cherry,Deep Pink,Deep Pink,,,,,,,,,ft.,oz.
213,213,Chocolate,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chocolate,,,Open Pollinated,Mid,Normal,Indeterminate,5,6,Flattened Globe,Black,Red,,,,,,,,,ft.,oz.
214,214,Chocolate Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chocolate+Cherry,,Specialty,Open Pollinated,Late,Normal,Indeterminate,7,0.5,Cherry,Black,Black,,,,,,,,,ft.,oz.
